GeneID	Module	ParentDir		black	57
evm.TU.HIC_ASM_2.726	brown	97			
evm.TU.HIC_ASM_2.802	brown	97			
evm.TU.HIC_ASM_2.858	brown	97			
evm.TU.HIC_ASM_3.106	brown	97			
evm.TU.HIC_ASM_3.1383	brown	97			
evm.TU.HIC_ASM_3.1429	brown	97			
evm.TU.HIC_ASM_3.1479	brown	97			
evm.TU.HIC_ASM_3.208	brown	97			
evm.TU.HIC_ASM_3.212	brown	97			
evm.TU.HIC_ASM_3.2345	brown	97			
evm.TU.HIC_ASM_3.2347	brown	97			
evm.TU.HIC_ASM_3.2348	brown	97			
evm.TU.HIC_ASM_3.644	brown	97			
evm.TU.HIC_ASM_3.749	brown	97			
evm.TU.HIC_ASM_3.750	brown	97			
evm.TU.HIC_ASM_3.855	brown	97			
evm.TU.HIC_ASM_4.1159	brown	97			
evm.TU.HIC_ASM_4.1206	brown	97			
evm.TU.HIC_ASM_4.1209	brown	97			
evm.TU.HIC_ASM_4.1463	brown	97			
evm.TU.HIC_ASM_4.1653	brown	97			
evm.TU.HIC_ASM_4.1725	brown	97			
evm.TU.HIC_ASM_4.318	brown	97			
evm.TU.HIC_ASM_4.361	brown	97			
evm.TU.HIC_ASM_4.779	brown	97			
evm.TU.HIC_ASM_5.1073	brown	97			
evm.TU.HIC_ASM_5.1223	brown	97			
evm.TU.HIC_ASM_5.514	brown	97			
evm.TU.HIC_ASM_5.907	brown	97			
evm.TU.HIC_ASM_5.909	brown	97			
evm.TU.HIC_ASM_6.1031	brown	97			
evm.TU.HIC_ASM_6.1091	brown	97			
evm.TU.HIC_ASM_6.137	brown	97			
evm.TU.HIC_ASM_6.1387	brown	97			
evm.TU.HIC_ASM_6.1822	brown	97			
evm.TU.HIC_ASM_6.1903	brown	97			
evm.TU.HIC_ASM_6.2069	brown	97			
evm.TU.HIC_ASM_6.2070	brown	97			
evm.TU.HIC_ASM_6.2226	brown	97			
evm.TU.HIC_ASM_6.2274	brown	97			
evm.TU.HIC_ASM_6.2395	brown	97			
evm.TU.HIC_ASM_6.2523	brown	97			
evm.TU.HIC_ASM_6.2524	brown	97			
evm.TU.HIC_ASM_6.2810	brown	97			
evm.TU.HIC_ASM_6.298	brown	97			
evm.TU.HIC_ASM_6.3273	brown	97			
evm.TU.HIC_ASM_6.3428	brown	97			
evm.TU.HIC_ASM_6.3463	brown	97			
evm.TU.HIC_ASM_6.3494	brown	97			
evm.TU.HIC_ASM_6.3597	brown	97			
evm.TU.HIC_ASM_6.4	brown	97			
evm.TU.HIC_ASM_6.441	brown	97			
evm.TU.HIC_ASM_6.465	brown	97			
evm.TU.HIC_ASM_7.1332	brown	97			
evm.TU.HIC_ASM_7.1333	brown	97			
evm.TU.HIC_ASM_7.2120	brown	97			
evm.TU.HIC_ASM_7.217	brown	97			
evm.TU.HIC_ASM_7.2173	brown	97			
evm.TU.HIC_ASM_7.218	brown	97			
evm.TU.HIC_ASM_7.2231	brown	97			
evm.TU.HIC_ASM_7.2343	brown	97			
evm.TU.HIC_ASM_7.706	brown	97			
evm.TU.HIC_ASM_8.1376	brown	97			
evm.TU.HIC_ASM_8.164	brown	97			
evm.TU.HIC_ASM_8.1876	brown	97			
evm.TU.HIC_ASM_8.1962	brown	97			
evm.TU.HIC_ASM_8.2053	brown	97			
evm.TU.HIC_ASM_8.2055	brown	97			
evm.TU.HIC_ASM_8.2058	brown	97			
evm.TU.HIC_ASM_8.450	brown	97			
evm.TU.HIC_ASM_8.840	brown	97			
evm.TU.HIC_ASM_8.841	brown	97			
evm.TU.HIC_ASM_9.1027	brown	97			
evm.TU.HIC_ASM_9.1125	brown	97			
evm.TU.HIC_ASM_9.1250	brown	97			
evm.TU.HIC_ASM_9.1424	brown	97			
evm.TU.HIC_ASM_9.376	brown	97			
evm.TU.HIC_ASM_9.387	brown	97			
evm.TU.ORIGINAL_134__FRAGMENT_1.40	brown	97			
evm.TU.ORIGINAL_154.9	brown	97			
evm.TU.ORIGINAL_200.16	brown	97			
evm.TU.ORIGINAL_425.4	brown	97			
evm.TU.ORIGINAL_483__FRAGMENT_2.1	brown	97			
evm.TU.ORIGINAL_484__FRAGMENT_1.10	brown	97			
evm.TU.ORIGINAL_484__FRAGMENT_1.13	brown	97			
evm.TU.ORIGINAL_484__FRAGMENT_2.21	brown	97			
evm.TU.ORIGINAL_484__FRAGMENT_2.23	brown	97			
evm.TU.ORIGINAL_494.16	brown	97			
PB.78	brown	97			
PB.21279	brown	97			
PB.16937	brown	97			
PB.4233	brown	97			
PB.6578	brown	97			
PB.23177	brown	97			
evm.TU.FRAGSCAFF_17__FRAGMENT_2.18	black	97			
evm.TU.HIC_ASM_0.182	black	97			
evm.TU.HIC_ASM_0.243	black	97			
evm.TU.HIC_ASM_0.257	black	97			
evm.TU.HIC_ASM_0.523	black	97			
evm.TU.HIC_ASM_1.1026	black	97			
evm.TU.HIC_ASM_1.503	black	97			
evm.TU.HIC_ASM_1.565	black	97			
evm.TU.HIC_ASM_1.847	black	97			
evm.TU.HIC_ASM_10.1064	black	97			
evm.TU.HIC_ASM_10.426	black	97			
evm.TU.HIC_ASM_10.491	black	97			
evm.TU.HIC_ASM_10.523	black	97			
evm.TU.HIC_ASM_10.954	black	97			
evm.TU.HIC_ASM_10.956	black	97			
evm.TU.HIC_ASM_12.1126	black	97			
evm.TU.HIC_ASM_12.18	black	97			
evm.TU.HIC_ASM_14.1066	black	97			
evm.TU.HIC_ASM_14.485	black	97			
evm.TU.HIC_ASM_15.1637	black	97			
evm.TU.HIC_ASM_15.1935	black	97			
evm.TU.HIC_ASM_16.329	black	97			
evm.TU.HIC_ASM_16.503	black	97			
evm.TU.HIC_ASM_16.539	black	97			
evm.TU.HIC_ASM_17.1393	black	97			
evm.TU.HIC_ASM_18.1158	black	97			
evm.TU.HIC_ASM_18.917	black	97			
evm.TU.HIC_ASM_2.1312	black	97			
evm.TU.HIC_ASM_2.236	black	97			
evm.TU.HIC_ASM_2.614	black	97			
evm.TU.HIC_ASM_2.722	black	97			
evm.TU.HIC_ASM_3.411	black	97			
evm.TU.HIC_ASM_4.561	black	97			
evm.TU.HIC_ASM_4.767	black	97			
evm.TU.HIC_ASM_5.186	black	97			
evm.TU.HIC_ASM_5.885	black	97			
evm.TU.HIC_ASM_6.1219	black	97			
evm.TU.HIC_ASM_6.1507	black	97			
evm.TU.HIC_ASM_6.2283	black	97			
evm.TU.HIC_ASM_6.2753	black	97			
evm.TU.HIC_ASM_6.350	black	97			
evm.TU.HIC_ASM_6.3887	black	97			
evm.TU.HIC_ASM_7.166	black	97			
evm.TU.HIC_ASM_7.1817	black	97			
evm.TU.HIC_ASM_7.362	black	97			
evm.TU.HIC_ASM_7.456	black	97			
evm.TU.HIC_ASM_7.58	black	97			
evm.TU.HIC_ASM_8.1638	black	97			
evm.TU.HIC_ASM_8.685	black	97			
evm.TU.HIC_ASM_8.779	black	97			
evm.TU.HIC_ASM_9.1201	black	97			
evm.TU.HIC_ASM_9.187	black	97			
evm.TU.ORIGINAL_268.4	black	97			
evm.TU.ORIGINAL_484__FRAGMENT_1.7	black	97			
PB.9369	black	97			
PB.2816	black	97			
PB.3963	black	97			
evm.TU.FRAGSCAFF_21__FRAGMENT_1.14	yellow	97			
evm.TU.FRAGSCAFF_49__FRAGMENT_1.15	yellow	97			
evm.TU.FRAGSCAFF_49__FRAGMENT_1.19	yellow	97			
evm.TU.FRAGSCAFF_49__FRAGMENT_2.2	yellow	97			
evm.TU.FRAGSCAFF_75__FRAGMENT_3.53	yellow	97			
evm.TU.HIC_ASM_0.109	yellow	97			
evm.TU.HIC_ASM_0.245	yellow	97			
evm.TU.HIC_ASM_0.268	yellow	97			
evm.TU.HIC_ASM_0.307	yellow	97			
evm.TU.HIC_ASM_0.326	yellow	97			
evm.TU.HIC_ASM_0.346	yellow	97			
evm.TU.HIC_ASM_0.45	yellow	97			
evm.TU.HIC_ASM_0.466	yellow	97			
evm.TU.HIC_ASM_0.48	yellow	97			
evm.TU.HIC_ASM_0.514	yellow	97			
evm.TU.HIC_ASM_0.586	yellow	97			
evm.TU.HIC_ASM_0.975	yellow	97			
evm.TU.HIC_ASM_1.1187	yellow	97			
evm.TU.HIC_ASM_1.1274	yellow	97			
evm.TU.HIC_ASM_1.1614	yellow	97			
evm.TU.HIC_ASM_1.1721	yellow	97			
evm.TU.HIC_ASM_1.1738	yellow	97			
evm.TU.HIC_ASM_1.251	yellow	97			
evm.TU.HIC_ASM_1.824	yellow	97			
evm.TU.HIC_ASM_1.842	yellow	97			
evm.TU.HIC_ASM_1.845	yellow	97			
evm.TU.HIC_ASM_10.213	yellow	97			
evm.TU.HIC_ASM_10.275	yellow	97			
evm.TU.HIC_ASM_10.359	yellow	97			
evm.TU.HIC_ASM_10.369	yellow	97			
evm.TU.HIC_ASM_10.774	yellow	97			
evm.TU.HIC_ASM_10.802	yellow	97			
evm.TU.HIC_ASM_11.1002	yellow	97			
evm.TU.HIC_ASM_11.1172	yellow	97			
evm.TU.HIC_ASM_11.373	yellow	97			
evm.TU.HIC_ASM_11.402	yellow	97			
evm.TU.HIC_ASM_11.692	yellow	97			
evm.TU.HIC_ASM_11.900	yellow	97			
evm.TU.HIC_ASM_12.1002	yellow	97			
evm.TU.HIC_ASM_12.1199	yellow	97			
evm.TU.HIC_ASM_12.1280	yellow	97			
evm.TU.HIC_ASM_12.447	yellow	97			
evm.TU.HIC_ASM_12.965	yellow	97			
evm.TU.HIC_ASM_12.992	yellow	97			
evm.TU.HIC_ASM_13.1177	yellow	97			
evm.TU.HIC_ASM_13.1187	yellow	97			
evm.TU.HIC_ASM_13.349	yellow	97			
evm.TU.HIC_ASM_13.391	yellow	97			
evm.TU.HIC_ASM_13.614	yellow	97			
evm.TU.HIC_ASM_13.929	yellow	97			
evm.TU.HIC_ASM_14.23	yellow	97			
evm.TU.HIC_ASM_14.671	yellow	97			
evm.TU.HIC_ASM_14.672	yellow	97			
evm.TU.HIC_ASM_14.862	yellow	97			
evm.TU.HIC_ASM_14.92	yellow	97			
evm.TU.HIC_ASM_15.1164	yellow	97			
evm.TU.HIC_ASM_15.1276	yellow	97			
evm.TU.HIC_ASM_15.1472	yellow	97			
evm.TU.HIC_ASM_15.1488	yellow	97			
evm.TU.HIC_ASM_15.1591	yellow	97			
evm.TU.HIC_ASM_15.1639	yellow	97			
evm.TU.HIC_ASM_15.1673	yellow	97			
evm.TU.HIC_ASM_15.2007	yellow	97			
evm.TU.HIC_ASM_15.2047	yellow	97			
evm.TU.HIC_ASM_15.2059	yellow	97			
evm.TU.HIC_ASM_15.225	yellow	97			
evm.TU.HIC_ASM_15.52	yellow	97			
evm.TU.HIC_ASM_16.363	yellow	97			
evm.TU.HIC_ASM_16.691	yellow	97			
evm.TU.HIC_ASM_16.95	yellow	97			
evm.TU.HIC_ASM_17.1040	yellow	97			
evm.TU.HIC_ASM_17.114	yellow	97			
evm.TU.HIC_ASM_17.242	yellow	97			
evm.TU.HIC_ASM_17.291_evm.TU.HIC_ASM_17.292_evm.TU.HIC_ASM_17.293	yellow	97			
evm.TU.HIC_ASM_17.327	yellow	97			
evm.TU.HIC_ASM_18.1043	yellow	97			
evm.TU.HIC_ASM_18.1202	yellow	97			
evm.TU.HIC_ASM_18.1203	yellow	97			
evm.TU.HIC_ASM_18.188	yellow	97			
evm.TU.HIC_ASM_18.506	yellow	97			
evm.TU.HIC_ASM_18.956	yellow	97			
evm.TU.HIC_ASM_2.121	yellow	97			
evm.TU.HIC_ASM_2.1417	yellow	97			
evm.TU.HIC_ASM_2.71	yellow	97			
evm.TU.HIC_ASM_3.1389	yellow	97			
evm.TU.HIC_ASM_3.16	yellow	97			
evm.TU.HIC_ASM_3.1629	yellow	97			
evm.TU.HIC_ASM_3.1781	yellow	97			
evm.TU.HIC_ASM_3.1853	yellow	97			
evm.TU.HIC_ASM_3.1879	yellow	97			
evm.TU.HIC_ASM_3.1901	yellow	97			
evm.TU.HIC_ASM_3.2275	yellow	97			
evm.TU.HIC_ASM_3.2381	yellow	97			
evm.TU.HIC_ASM_3.419	yellow	97			
evm.TU.HIC_ASM_3.504	yellow	97			
evm.TU.HIC_ASM_3.691	yellow	97			
evm.TU.HIC_ASM_4.1287	yellow	97			
evm.TU.HIC_ASM_4.710	yellow	97			
evm.TU.HIC_ASM_4.860	yellow	97			
evm.TU.HIC_ASM_4.981	yellow	97			
evm.TU.HIC_ASM_5.102	yellow	97			
evm.TU.HIC_ASM_5.1322	yellow	97			
evm.TU.HIC_ASM_5.296	yellow	97			
evm.TU.HIC_ASM_5.991	yellow	97			
evm.TU.HIC_ASM_6.1301	yellow	97			
evm.TU.HIC_ASM_6.1385	yellow	97			
evm.TU.HIC_ASM_6.1506	yellow	97			
evm.TU.HIC_ASM_6.2231	yellow	97			
evm.TU.HIC_ASM_6.230	yellow	97			
evm.TU.HIC_ASM_6.2319	yellow	97			
evm.TU.HIC_ASM_6.2636	yellow	97			
evm.TU.HIC_ASM_6.2716	yellow	97			
evm.TU.HIC_ASM_6.2755	yellow	97			
evm.TU.HIC_ASM_6.2951	yellow	97			
evm.TU.HIC_ASM_6.2959	yellow	97			
evm.TU.HIC_ASM_6.2963	yellow	97			
evm.TU.HIC_ASM_6.367	yellow	97			
evm.TU.HIC_ASM_6.368	yellow	97			
evm.TU.HIC_ASM_6.3740	yellow	97			
evm.TU.HIC_ASM_6.3762	yellow	97			
evm.TU.HIC_ASM_6.3891	yellow	97			
evm.TU.HIC_ASM_7.1073	yellow	97			
evm.TU.HIC_ASM_7.1110	yellow	97			
evm.TU.HIC_ASM_7.1735	yellow	97			
evm.TU.HIC_ASM_7.1879	yellow	97			
evm.TU.HIC_ASM_7.209	yellow	97			
evm.TU.HIC_ASM_7.2368	yellow	97			
evm.TU.HIC_ASM_7.2401	yellow	97			
evm.TU.HIC_ASM_7.2546	yellow	97			
evm.TU.HIC_ASM_7.2570	yellow	97			
evm.TU.HIC_ASM_7.452	yellow	97			
evm.TU.HIC_ASM_7.59	yellow	97			
evm.TU.HIC_ASM_7.608	yellow	97			
evm.TU.HIC_ASM_7.973	yellow	97			
evm.TU.HIC_ASM_8.1013	yellow	97			
evm.TU.HIC_ASM_8.1123	yellow	97			
evm.TU.HIC_ASM_8.1145	yellow	97			
evm.TU.HIC_ASM_8.1147	yellow	97			
evm.TU.HIC_ASM_8.1162	yellow	97			
evm.TU.HIC_ASM_8.1235	yellow	97			
evm.TU.HIC_ASM_8.1268	yellow	97			
evm.TU.HIC_ASM_8.1276	yellow	97			
evm.TU.HIC_ASM_8.1483	yellow	97			
evm.TU.HIC_ASM_8.172	yellow	97			
evm.TU.HIC_ASM_8.1832	yellow	97			
evm.TU.HIC_ASM_8.1836	yellow	97			
evm.TU.HIC_ASM_8.26	yellow	97			
evm.TU.HIC_ASM_8.356	yellow	97			
evm.TU.HIC_ASM_8.757	yellow	97			
evm.TU.HIC_ASM_8.888	yellow	97			
evm.TU.HIC_ASM_9.1244	yellow	97			
evm.TU.HIC_ASM_9.1249	yellow	97			
evm.TU.HIC_ASM_9.1460	yellow	97			
evm.TU.HIC_ASM_9.157	yellow	97			
evm.TU.HIC_ASM_9.1591	yellow	97			
evm.TU.HIC_ASM_9.1763	yellow	97			
evm.TU.HIC_ASM_9.345	yellow	97			
evm.TU.HIC_ASM_9.363	yellow	97			
evm.TU.HIC_ASM_9.566	yellow	97			
evm.TU.HIC_ASM_9.616	yellow	97			
evm.TU.HIC_ASM_9.985	yellow	97			
evm.TU.ORIGINAL_130.3	yellow	97			
evm.TU.ORIGINAL_250.2	yellow	97			
evm.TU.ORIGINAL_355.8	yellow	97			
evm.TU.ORIGINAL_394.13	yellow	97			
evm.TU.ORIGINAL_425.3	yellow	97			
evm.TU.ORIGINAL_484__FRAGMENT_1.12	yellow	97			
PB.9917	yellow	97			
PB.5322	yellow	97			
PB.15365	yellow	97			
PB.2729	yellow	97			
PB.3	yellow	97			
PB.19425	yellow	97			
PB.5010	yellow	97			
evm.TU.FRAGSCAFF_21__FRAGMENT_1.19	tan	97			
evm.TU.FRAGSCAFF_27__FRAGMENT_2.3	tan	97			
evm.TU.FRAGSCAFF_44__FRAGMENT_2.23	tan	97			
evm.TU.FRAGSCAFF_44__FRAGMENT_2.40	tan	97			
evm.TU.HIC_ASM_0.209	tan	97			
evm.TU.HIC_ASM_0.210	tan	97			
evm.TU.HIC_ASM_0.435	tan	97			
evm.TU.HIC_ASM_0.509	tan	97			
evm.TU.HIC_ASM_0.543	tan	97			
evm.TU.HIC_ASM_0.585	tan	97			
evm.TU.HIC_ASM_0.590	tan	97			
evm.TU.HIC_ASM_0.899	tan	97			
evm.TU.HIC_ASM_1.1019	tan	97			
evm.TU.HIC_ASM_1.110	tan	97			
evm.TU.HIC_ASM_1.1107	tan	97			
evm.TU.HIC_ASM_1.1297	tan	97			
evm.TU.HIC_ASM_1.1475	tan	97			
evm.TU.HIC_ASM_1.1668	tan	97			
evm.TU.HIC_ASM_1.1774	tan	97			
evm.TU.HIC_ASM_1.1850	tan	97			
evm.TU.HIC_ASM_1.1872	tan	97			
evm.TU.HIC_ASM_1.2536	tan	97			
evm.TU.HIC_ASM_1.291	tan	97			
evm.TU.HIC_ASM_1.336	tan	97			
evm.TU.HIC_ASM_1.681	tan	97			
evm.TU.HIC_ASM_10.312	tan	97			
evm.TU.HIC_ASM_10.323	tan	97			
evm.TU.HIC_ASM_10.371	tan	97			
evm.TU.HIC_ASM_10.437	tan	97			
evm.TU.HIC_ASM_11.282	tan	97			
evm.TU.HIC_ASM_11.425	tan	97			
evm.TU.HIC_ASM_11.511	tan	97			
evm.TU.HIC_ASM_11.737	tan	97			
evm.TU.HIC_ASM_11.961	tan	97			
evm.TU.HIC_ASM_12.1261	tan	97			
evm.TU.HIC_ASM_12.137	tan	97			
evm.TU.HIC_ASM_12.138	tan	97			
evm.TU.HIC_ASM_12.238	tan	97			
evm.TU.HIC_ASM_12.31	tan	97			
evm.TU.HIC_ASM_12.312	tan	97			
evm.TU.HIC_ASM_12.53	tan	97			
evm.TU.HIC_ASM_12.800	tan	97			
evm.TU.HIC_ASM_13.1001	tan	97			
evm.TU.HIC_ASM_13.1196	tan	97			
evm.TU.HIC_ASM_13.1197	tan	97			
evm.TU.HIC_ASM_13.1198	tan	97			
evm.TU.HIC_ASM_13.1216	tan	97			
evm.TU.HIC_ASM_13.1265	tan	97			
evm.TU.HIC_ASM_13.1266	tan	97			
evm.TU.HIC_ASM_13.1293	tan	97			
evm.TU.HIC_ASM_13.1298	tan	97			
evm.TU.HIC_ASM_13.284	tan	97			
evm.TU.HIC_ASM_13.426	tan	97			
evm.TU.HIC_ASM_13.652	tan	97			
evm.TU.HIC_ASM_14.1175	tan	97			
evm.TU.HIC_ASM_14.1187	tan	97			
evm.TU.HIC_ASM_14.213	tan	97			
evm.TU.HIC_ASM_14.288	tan	97			
evm.TU.HIC_ASM_14.342	tan	97			
evm.TU.HIC_ASM_14.372	tan	97			
evm.TU.HIC_ASM_14.376	tan	97			
evm.TU.HIC_ASM_14.446	tan	97			
evm.TU.HIC_ASM_14.449	tan	97			
evm.TU.HIC_ASM_14.492	tan	97			
evm.TU.HIC_ASM_14.54	tan	97			
evm.TU.HIC_ASM_14.627	tan	97			
evm.TU.HIC_ASM_14.893	tan	97			
evm.TU.HIC_ASM_15.1224	tan	97			
evm.TU.HIC_ASM_15.1683	tan	97			
evm.TU.HIC_ASM_15.2172	tan	97			
evm.TU.HIC_ASM_15.2311	tan	97			
evm.TU.HIC_ASM_15.2480	tan	97			
evm.TU.HIC_ASM_15.2515	tan	97			
evm.TU.HIC_ASM_15.2533	tan	97			
evm.TU.HIC_ASM_15.2579	tan	97			
evm.TU.HIC_ASM_15.2639	tan	97			
evm.TU.HIC_ASM_15.785	tan	97			
evm.TU.HIC_ASM_15.860	tan	97			
evm.TU.HIC_ASM_15.942	tan	97			
evm.TU.HIC_ASM_16.1039	tan	97			
evm.TU.HIC_ASM_16.1113	tan	97			
evm.TU.HIC_ASM_16.1115	tan	97			
evm.TU.HIC_ASM_16.249	tan	97			
evm.TU.HIC_ASM_16.291	tan	97			
evm.TU.HIC_ASM_16.306	tan	97			
evm.TU.HIC_ASM_16.676	tan	97			
evm.TU.HIC_ASM_16.964	tan	97			
evm.TU.HIC_ASM_17.1136	tan	97			
evm.TU.HIC_ASM_17.1161	tan	97			
evm.TU.HIC_ASM_17.1267	tan	97			
evm.TU.HIC_ASM_17.1268	tan	97			
evm.TU.HIC_ASM_17.338	tan	97			
evm.TU.HIC_ASM_17.368	tan	97			
evm.TU.HIC_ASM_17.483	tan	97			
evm.TU.HIC_ASM_17.510	tan	97			
evm.TU.HIC_ASM_17.565	tan	97			
evm.TU.HIC_ASM_17.830	tan	97			
evm.TU.HIC_ASM_18.1093	tan	97			
evm.TU.HIC_ASM_18.1205	tan	97			
