GeneID	Module	ParentDir			black	78
evm.TU.HIC_ASM_3.1239	tan	95				
evm.TU.HIC_ASM_3.1246	tan	95				
evm.TU.HIC_ASM_3.1250	tan	95				
evm.TU.HIC_ASM_3.1318	tan	95				
evm.TU.HIC_ASM_3.1319	tan	95				
evm.TU.HIC_ASM_3.1333	tan	95				
evm.TU.HIC_ASM_3.1679	tan	95				
evm.TU.HIC_ASM_3.1680	tan	95				
evm.TU.HIC_ASM_3.2076	tan	95				
evm.TU.HIC_ASM_3.243	tan	95				
evm.TU.HIC_ASM_3.329	tan	95				
evm.TU.HIC_ASM_3.492	tan	95				
evm.TU.HIC_ASM_3.50	tan	95				
evm.TU.HIC_ASM_3.507	tan	95				
evm.TU.HIC_ASM_3.71	tan	95				
evm.TU.HIC_ASM_3.728	tan	95				
evm.TU.HIC_ASM_3.729	tan	95				
evm.TU.HIC_ASM_3.853	tan	95				
evm.TU.HIC_ASM_3.871	tan	95				
evm.TU.HIC_ASM_4.1155	tan	95				
evm.TU.HIC_ASM_4.1461	tan	95				
evm.TU.HIC_ASM_4.1486	tan	95				
evm.TU.HIC_ASM_4.176	tan	95				
evm.TU.HIC_ASM_4.223	tan	95				
evm.TU.HIC_ASM_4.224	tan	95				
evm.TU.HIC_ASM_4.249	tan	95				
evm.TU.HIC_ASM_4.462	tan	95				
evm.TU.HIC_ASM_4.571	tan	95				
evm.TU.HIC_ASM_4.594	tan	95				
evm.TU.HIC_ASM_4.639	tan	95				
evm.TU.HIC_ASM_4.705	tan	95				
evm.TU.HIC_ASM_4.889	tan	95				
evm.TU.HIC_ASM_4.93	tan	95				
evm.TU.HIC_ASM_5.1038	tan	95				
evm.TU.HIC_ASM_5.1367	tan	95				
evm.TU.HIC_ASM_5.357	tan	95				
evm.TU.HIC_ASM_5.520	tan	95				
evm.TU.HIC_ASM_5.522	tan	95				
evm.TU.HIC_ASM_5.529	tan	95				
evm.TU.HIC_ASM_5.693	tan	95				
evm.TU.HIC_ASM_5.716	tan	95				
evm.TU.HIC_ASM_5.751	tan	95				
evm.TU.HIC_ASM_5.776	tan	95				
evm.TU.HIC_ASM_5.86	tan	95				
evm.TU.HIC_ASM_5.890	tan	95				
evm.TU.HIC_ASM_5.953	tan	95				
evm.TU.HIC_ASM_6.10	tan	95				
evm.TU.HIC_ASM_6.1180	tan	95				
evm.TU.HIC_ASM_6.1213	tan	95				
evm.TU.HIC_ASM_6.1358	tan	95				
evm.TU.HIC_ASM_6.1446	tan	95				
evm.TU.HIC_ASM_6.1521	tan	95				
evm.TU.HIC_ASM_6.1577	tan	95				
evm.TU.HIC_ASM_6.1652	tan	95				
evm.TU.HIC_ASM_6.1704	tan	95				
evm.TU.HIC_ASM_6.1770	tan	95				
evm.TU.HIC_ASM_6.1772	tan	95				
evm.TU.HIC_ASM_6.2101	tan	95				
evm.TU.HIC_ASM_6.2230	tan	95				
evm.TU.HIC_ASM_6.2278	tan	95				
evm.TU.HIC_ASM_6.2279	tan	95				
evm.TU.HIC_ASM_6.2347	tan	95				
evm.TU.HIC_ASM_6.2658	tan	95				
evm.TU.HIC_ASM_6.2683	tan	95				
evm.TU.HIC_ASM_6.2874	tan	95				
evm.TU.HIC_ASM_6.2917	tan	95				
evm.TU.HIC_ASM_6.2978	tan	95				
evm.TU.HIC_ASM_6.2979	tan	95				
evm.TU.HIC_ASM_6.2982	tan	95				
evm.TU.HIC_ASM_6.3028	tan	95				
evm.TU.HIC_ASM_6.3166	tan	95				
evm.TU.HIC_ASM_6.3423	tan	95				
evm.TU.HIC_ASM_6.3657	tan	95				
evm.TU.HIC_ASM_6.3772	tan	95				
evm.TU.HIC_ASM_6.3830	tan	95				
evm.TU.HIC_ASM_6.3890	tan	95				
evm.TU.HIC_ASM_6.3917	tan	95				
evm.TU.HIC_ASM_6.3921	tan	95				
evm.TU.HIC_ASM_6.3992	tan	95				
evm.TU.HIC_ASM_6.3993	tan	95				
evm.TU.HIC_ASM_6.4072	tan	95				
evm.TU.HIC_ASM_6.4152	tan	95				
evm.TU.HIC_ASM_6.4154	tan	95				
evm.TU.HIC_ASM_6.4155	tan	95				
evm.TU.HIC_ASM_6.4167	tan	95				
evm.TU.HIC_ASM_6.4195	tan	95				
evm.TU.HIC_ASM_6.525	tan	95				
evm.TU.HIC_ASM_6.529	tan	95				
evm.TU.HIC_ASM_6.56	tan	95				
evm.TU.HIC_ASM_6.57	tan	95				
evm.TU.HIC_ASM_6.586	tan	95				
evm.TU.HIC_ASM_6.625	tan	95				
evm.TU.HIC_ASM_6.63	tan	95				
evm.TU.HIC_ASM_6.948	tan	95				
evm.TU.HIC_ASM_7.1076	tan	95				
evm.TU.HIC_ASM_7.1094	tan	95				
evm.TU.HIC_ASM_7.1193	tan	95				
evm.TU.HIC_ASM_7.1338	tan	95				
evm.TU.HIC_ASM_7.1452	tan	95				
evm.TU.HIC_ASM_7.1557	tan	95				
evm.TU.HIC_ASM_7.1619	tan	95				
evm.TU.HIC_ASM_7.1664	tan	95				
evm.TU.HIC_ASM_7.1707	tan	95				
evm.TU.HIC_ASM_7.1776	tan	95				
evm.TU.HIC_ASM_7.1777	tan	95				
evm.TU.HIC_ASM_7.1786	tan	95				
evm.TU.HIC_ASM_7.1979	tan	95				
evm.TU.HIC_ASM_7.2021	tan	95				
evm.TU.HIC_ASM_7.2093	tan	95				
evm.TU.HIC_ASM_7.2142	tan	95				
evm.TU.HIC_ASM_7.2171	tan	95				
evm.TU.HIC_ASM_7.2241	tan	95				
evm.TU.HIC_ASM_7.224_evm.TU.HIC_ASM_7.227	tan	95				
evm.TU.HIC_ASM_7.2526	tan	95				
evm.TU.HIC_ASM_7.392	tan	95				
evm.TU.HIC_ASM_7.503	tan	95				
evm.TU.HIC_ASM_7.745	tan	95				
evm.TU.HIC_ASM_7.804	tan	95				
evm.TU.HIC_ASM_7.844	tan	95				
evm.TU.HIC_ASM_7.881	tan	95				
evm.TU.HIC_ASM_7.995	tan	95				
evm.TU.HIC_ASM_8.1128	tan	95				
evm.TU.HIC_ASM_8.113	tan	95				
evm.TU.HIC_ASM_8.114	tan	95				
evm.TU.HIC_ASM_8.115	tan	95				
evm.TU.HIC_ASM_8.1245	tan	95				
evm.TU.HIC_ASM_8.1312	tan	95				
evm.TU.HIC_ASM_8.1779	tan	95				
evm.TU.HIC_ASM_8.1842	tan	95				
evm.TU.HIC_ASM_8.301	tan	95				
evm.TU.HIC_ASM_8.433	tan	95				
evm.TU.HIC_ASM_8.435	tan	95				
evm.TU.HIC_ASM_8.451	tan	95				
evm.TU.HIC_ASM_8.628	tan	95				
evm.TU.HIC_ASM_9.1044	tan	95				
evm.TU.HIC_ASM_9.1077	tan	95				
evm.TU.HIC_ASM_9.1150	tan	95				
evm.TU.HIC_ASM_9.1215	tan	95				
evm.TU.HIC_ASM_9.1279	tan	95				
evm.TU.HIC_ASM_9.1503	tan	95				
evm.TU.HIC_ASM_9.1517	tan	95				
evm.TU.HIC_ASM_9.1712	tan	95				
evm.TU.HIC_ASM_9.1752	tan	95				
evm.TU.HIC_ASM_9.1893	tan	95				
evm.TU.HIC_ASM_9.233	tan	95				
evm.TU.HIC_ASM_9.272	tan	95				
evm.TU.HIC_ASM_9.399	tan	95				
evm.TU.HIC_ASM_9.441	tan	95				
evm.TU.HIC_ASM_9.495	tan	95				
evm.TU.HIC_ASM_9.563	tan	95				
evm.TU.HIC_ASM_9.781	tan	95				
evm.TU.HIC_ASM_9.823	tan	95				
evm.TU.ORIGINAL_113.11	tan	95				
evm.TU.ORIGINAL_130.1	tan	95				
evm.TU.ORIGINAL_130.7	tan	95				
evm.TU.ORIGINAL_134__FRAGMENT_2.23	tan	95				
evm.TU.ORIGINAL_153.14	tan	95				
evm.TU.ORIGINAL_347.2	tan	95				
evm.TU.ORIGINAL_355.32	tan	95				
evm.TU.ORIGINAL_378.20	tan	95				
evm.TU.ORIGINAL_394.4	tan	95				
evm.TU.ORIGINAL_402__FRAGMENT_2.22	tan	95				
evm.TU.ORIGINAL_426.8	tan	95				
evm.TU.ORIGINAL_437__FRAGMENT_2.6	tan	95				
evm.TU.ORIGINAL_488.13	tan	95				
evm.TU.ORIGINAL_494.17	tan	95				
evm.TU.ORIGINAL_505.5	tan	95				
PB.17396	tan	95				
PB.5598	tan	95				
PB.19709	tan	95				
PB.481	tan	95				
PB.638	tan	95				
PB.85	tan	95				
PB.17378	tan	95				
PB.1231	tan	95				
PB.1151	tan	95				
PB.1012	tan	95				
PB.482	tan	95				
PB.5813	tan	95				
PB.21005	tan	95				
PB.2771	tan	95				
PB.11539	tan	95				
PB.11257	tan	95				
PB.2901	tan	95				
PB.3026	tan	95				
PB.2157	tan	95				
PB.22002	tan	95				
PB.2843	tan	95				
PB.854	tan	95				
PB.1125	tan	95				
PB.639	tan	95				
PB.8161	tan	95				
PB.3614	tan	95				
PB.6268	tan	95				
PB.294	tan	95				
PB.295	tan	95				
PB.5820	tan	95				
PB.3305	tan	95				
PB.23586	tan	95				
PB.22944	tan	95				
PB.6919	tan	95				
evm.TU.FRAGSCAFF_104__FRAGMENT_2.3	magenta	95				
evm.TU.HIC_ASM_0.504	magenta	95				
evm.TU.HIC_ASM_0.647	magenta	95				
evm.TU.HIC_ASM_0.713	magenta	95				
evm.TU.HIC_ASM_0.973	magenta	95				
evm.TU.HIC_ASM_1.1887	magenta	95				
evm.TU.HIC_ASM_1.189	magenta	95				
evm.TU.HIC_ASM_1.2201	magenta	95				
evm.TU.HIC_ASM_11.618	magenta	95				
evm.TU.HIC_ASM_11.831	magenta	95				
evm.TU.HIC_ASM_12.486	magenta	95				
evm.TU.HIC_ASM_12.85	magenta	95				
evm.TU.HIC_ASM_13.113	magenta	95				
evm.TU.HIC_ASM_13.293	magenta	95				
evm.TU.HIC_ASM_13.469	magenta	95				
evm.TU.HIC_ASM_13.668	magenta	95				
evm.TU.HIC_ASM_14.108	magenta	95				
evm.TU.HIC_ASM_14.178	magenta	95				
evm.TU.HIC_ASM_14.486	magenta	95				
evm.TU.HIC_ASM_14.673	magenta	95				
evm.TU.HIC_ASM_15.1107	magenta	95				
evm.TU.HIC_ASM_15.1226	magenta	95				
evm.TU.HIC_ASM_15.1327	magenta	95				
evm.TU.HIC_ASM_15.1498	magenta	95				
evm.TU.HIC_ASM_15.1931	magenta	95				
evm.TU.HIC_ASM_15.417	magenta	95				
evm.TU.HIC_ASM_15.459	magenta	95				
evm.TU.HIC_ASM_16.1392	magenta	95				
evm.TU.HIC_ASM_16.42	magenta	95				
evm.TU.HIC_ASM_16.659	magenta	95				
evm.TU.HIC_ASM_17.1349	magenta	95				
evm.TU.HIC_ASM_17.1402	magenta	95				
evm.TU.HIC_ASM_17.22	magenta	95				
evm.TU.HIC_ASM_2.1307	magenta	95				
evm.TU.HIC_ASM_2.368	magenta	95				
evm.TU.HIC_ASM_2.792	magenta	95				
evm.TU.HIC_ASM_3.1790	magenta	95				
evm.TU.HIC_ASM_3.26	magenta	95				
evm.TU.HIC_ASM_4.1621	magenta	95				
evm.TU.HIC_ASM_4.879	magenta	95				
evm.TU.HIC_ASM_5.1307	magenta	95				
evm.TU.HIC_ASM_5.471	magenta	95				
evm.TU.HIC_ASM_5.525	magenta	95				
evm.TU.HIC_ASM_5.653	magenta	95				
evm.TU.HIC_ASM_5.798	magenta	95				
evm.TU.HIC_ASM_6.1471	magenta	95				
evm.TU.HIC_ASM_6.177	magenta	95				
evm.TU.HIC_ASM_6.1862	magenta	95				
evm.TU.HIC_ASM_6.2095	magenta	95				
evm.TU.HIC_ASM_6.2728	magenta	95				
evm.TU.HIC_ASM_6.2889	magenta	95				
evm.TU.HIC_ASM_6.3188	magenta	95				
evm.TU.HIC_ASM_6.3508	magenta	95				
evm.TU.HIC_ASM_6.3710	magenta	95				
evm.TU.HIC_ASM_7.1509	magenta	95				
evm.TU.HIC_ASM_7.173	magenta	95				
evm.TU.HIC_ASM_7.554	magenta	95				
evm.TU.HIC_ASM_7.899	magenta	95				
evm.TU.HIC_ASM_9.1762	magenta	95				
evm.TU.HIC_ASM_9.479	magenta	95				
evm.TU.ORIGINAL_378.2	magenta	95				
evm.TU.ORIGINAL_426.14	magenta	95				
PB.20638	magenta	95				
PB.14258	magenta	95				
PB.20327	magenta	95				
PB.9670	magenta	95				
PB.1463	magenta	95				
PB.3510	magenta	95				
PB.23181	magenta	95				
PB.9145	magenta	95				
PB.2506	magenta	95				
PB.4847	magenta	95				
PB.2656	magenta	95				
PB.22001	magenta	95				
PB.7702	magenta	95				
PB.7943	magenta	95				
evm.TU.FRAGSCAFF_17__FRAGMENT_2.1	blue	95				
evm.TU.FRAGSCAFF_29__FRAGMENT_4.34	blue	95				
evm.TU.FRAGSCAFF_47__FRAGMENT_3.3	blue	95				
evm.TU.FRAGSCAFF_5__FRAGMENT_5.3	blue	95				
evm.TU.FRAGSCAFF_60.8	blue	95				
evm.TU.FRAGSCAFF_75__FRAGMENT_3.13	blue	95				
evm.TU.HIC_ASM_0.1004	blue	95				
evm.TU.HIC_ASM_0.149	blue	95				
evm.TU.HIC_ASM_0.180	blue	95				
evm.TU.HIC_ASM_0.19	blue	95				
evm.TU.HIC_ASM_0.2	blue	95				
evm.TU.HIC_ASM_0.395	blue	95				
evm.TU.HIC_ASM_0.42	blue	95				
evm.TU.HIC_ASM_0.460	blue	95				
evm.TU.HIC_ASM_0.482	blue	95				
evm.TU.HIC_ASM_0.483	blue	95				
evm.TU.HIC_ASM_0.564	blue	95				
evm.TU.HIC_ASM_0.565	blue	95				
evm.TU.HIC_ASM_0.632	blue	95				
evm.TU.HIC_ASM_1.1111	blue	95				
evm.TU.HIC_ASM_1.1188	blue	95				
evm.TU.HIC_ASM_1.1283	blue	95				
evm.TU.HIC_ASM_1.1563	blue	95				
evm.TU.HIC_ASM_1.1599	blue	95				
evm.TU.HIC_ASM_1.1676	blue	95				
evm.TU.HIC_ASM_1.1678	blue	95				
evm.TU.HIC_ASM_1.1780	blue	95				
evm.TU.HIC_ASM_1.1802	blue	95				
evm.TU.HIC_ASM_1.2066	blue	95				
evm.TU.HIC_ASM_1.2069	blue	95				
evm.TU.HIC_ASM_1.2182	blue	95				
evm.TU.HIC_ASM_1.2308	blue	95				
evm.TU.HIC_ASM_1.232	blue	95				
evm.TU.HIC_ASM_1.2417	blue	95				
evm.TU.HIC_ASM_1.252	blue	95				
evm.TU.HIC_ASM_1.2529	blue	95				
evm.TU.HIC_ASM_1.2541	blue	95				
evm.TU.HIC_ASM_1.2542	blue	95				
evm.TU.HIC_ASM_1.2630	blue	95				
evm.TU.HIC_ASM_1.394	blue	95				
evm.TU.HIC_ASM_1.442	blue	95				
evm.TU.HIC_ASM_1.460	blue	95				
evm.TU.HIC_ASM_1.518	blue	95				
evm.TU.HIC_ASM_1.538	blue	95				
evm.TU.HIC_ASM_1.559	blue	95				
evm.TU.HIC_ASM_1.641	blue	95				
evm.TU.HIC_ASM_1.71	blue	95				
evm.TU.HIC_ASM_1.816	blue	95				
evm.TU.HIC_ASM_1.893	blue	95				
evm.TU.HIC_ASM_1.955	blue	95				
evm.TU.HIC_ASM_1.969	blue	95				
evm.TU.HIC_ASM_10.156	blue	95				
evm.TU.HIC_ASM_10.229	blue	95				
evm.TU.HIC_ASM_10.274	blue	95				
evm.TU.HIC_ASM_10.354	blue	95				
evm.TU.HIC_ASM_10.357	blue	95				
evm.TU.HIC_ASM_10.382	blue	95				
evm.TU.HIC_ASM_10.383	blue	95				
evm.TU.HIC_ASM_10.441	blue	95				
evm.TU.HIC_ASM_10.463	blue	95				
evm.TU.HIC_ASM_10.551	blue	95				
evm.TU.HIC_ASM_10.564	blue	95				
evm.TU.HIC_ASM_10.687	blue	95				
evm.TU.HIC_ASM_10.801	blue	95				
evm.TU.HIC_ASM_10.804	blue	95				
evm.TU.HIC_ASM_10.982	blue	95				
evm.TU.HIC_ASM_11.1173	blue	95				
evm.TU.HIC_ASM_11.1272	blue	95				
evm.TU.HIC_ASM_11.1364	blue	95				
evm.TU.HIC_ASM_11.238	blue	95				
evm.TU.HIC_ASM_11.239	blue	95				
evm.TU.HIC_ASM_11.277	blue	95				
evm.TU.HIC_ASM_11.391	blue	95				
evm.TU.HIC_ASM_11.706	blue	95				
evm.TU.HIC_ASM_11.71	blue	95				
evm.TU.HIC_ASM_11.743	blue	95				
evm.TU.HIC_ASM_11.744	blue	95				
evm.TU.HIC_ASM_12.132	blue	95				
evm.TU.HIC_ASM_12.1345	blue	95				
evm.TU.HIC_ASM_12.211	blue	95				
evm.TU.HIC_ASM_12.300	blue	95				
evm.TU.HIC_ASM_12.374	blue	95				
evm.TU.HIC_ASM_12.437	blue	95				
evm.TU.HIC_ASM_12.456	blue	95				
evm.TU.HIC_ASM_12.567	blue	95				
evm.TU.HIC_ASM_12.765	blue	95				
evm.TU.HIC_ASM_12.927	blue	95				
evm.TU.HIC_ASM_12.989	blue	95				
evm.TU.HIC_ASM_13.1020	blue	95				
evm.TU.HIC_ASM_13.1192	blue	95				
evm.TU.HIC_ASM_13.1309	blue	95				
evm.TU.HIC_ASM_13.1325	blue	95				
evm.TU.HIC_ASM_13.1374	blue	95				
evm.TU.HIC_ASM_13.181	blue	95				
evm.TU.HIC_ASM_13.205	blue	95				
evm.TU.HIC_ASM_13.318	blue	95				
evm.TU.HIC_ASM_13.491	blue	95				
evm.TU.HIC_ASM_13.513	blue	95				
evm.TU.HIC_ASM_13.581	blue	95				
evm.TU.HIC_ASM_13.675	blue	95				
evm.TU.HIC_ASM_13.759	blue	95				
evm.TU.HIC_ASM_13.94	blue	95				
evm.TU.HIC_ASM_14.1046	blue	95				
evm.TU.HIC_ASM_14.1095	blue	95				
evm.TU.HIC_ASM_14.1098	blue	95				
evm.TU.HIC_ASM_14.1148	blue	95				
