GeneID	Module	ParentDir			black	39
evm.TU.HIC_ASM_17.1402	green	99				
evm.TU.HIC_ASM_17.1438	green	99				
evm.TU.HIC_ASM_17.432	green	99				
evm.TU.HIC_ASM_17.617	green	99				
evm.TU.HIC_ASM_17.901	green	99				
evm.TU.HIC_ASM_18.392	green	99				
evm.TU.HIC_ASM_18.864	green	99				
evm.TU.HIC_ASM_2.1042	green	99				
evm.TU.HIC_ASM_2.1045	green	99				
evm.TU.HIC_ASM_2.127	green	99				
evm.TU.HIC_ASM_2.1307	green	99				
evm.TU.HIC_ASM_2.409	green	99				
evm.TU.HIC_ASM_2.576	green	99				
evm.TU.HIC_ASM_3.1245	green	99				
evm.TU.HIC_ASM_3.136	green	99				
evm.TU.HIC_ASM_3.142	green	99				
evm.TU.HIC_ASM_3.181	green	99				
evm.TU.HIC_ASM_3.1998	green	99				
evm.TU.HIC_ASM_3.2082	green	99				
evm.TU.HIC_ASM_3.477	green	99				
evm.TU.HIC_ASM_3.538	green	99				
evm.TU.HIC_ASM_3.617	green	99				
evm.TU.HIC_ASM_3.917	green	99				
evm.TU.HIC_ASM_4.1405	green	99				
evm.TU.HIC_ASM_4.1515	green	99				
evm.TU.HIC_ASM_4.1523	green	99				
evm.TU.HIC_ASM_4.1688	green	99				
evm.TU.HIC_ASM_4.1715	green	99				
evm.TU.HIC_ASM_4.1740	green	99				
evm.TU.HIC_ASM_4.294	green	99				
evm.TU.HIC_ASM_4.414	green	99				
evm.TU.HIC_ASM_4.475	green	99				
evm.TU.HIC_ASM_4.831	green	99				
evm.TU.HIC_ASM_4.875	green	99				
evm.TU.HIC_ASM_5.1129	green	99				
evm.TU.HIC_ASM_5.260	green	99				
evm.TU.HIC_ASM_5.458	green	99				
evm.TU.HIC_ASM_5.582	green	99				
evm.TU.HIC_ASM_6.1438	green	99				
evm.TU.HIC_ASM_6.1640	green	99				
evm.TU.HIC_ASM_6.1766	green	99				
evm.TU.HIC_ASM_6.177	green	99				
evm.TU.HIC_ASM_6.1957	green	99				
evm.TU.HIC_ASM_6.1993	green	99				
evm.TU.HIC_ASM_6.200	green	99				
evm.TU.HIC_ASM_6.2095	green	99				
evm.TU.HIC_ASM_6.2098	green	99				
evm.TU.HIC_ASM_6.2164	green	99				
evm.TU.HIC_ASM_6.2386	green	99				
evm.TU.HIC_ASM_6.2455	green	99				
evm.TU.HIC_ASM_6.2534	green	99				
evm.TU.HIC_ASM_6.3091	green	99				
evm.TU.HIC_ASM_6.3100	green	99				
evm.TU.HIC_ASM_6.3122	green	99				
evm.TU.HIC_ASM_6.3161	green	99				
evm.TU.HIC_ASM_6.320	green	99				
evm.TU.HIC_ASM_6.3206	green	99				
evm.TU.HIC_ASM_6.3885	green	99				
evm.TU.HIC_ASM_6.3886	green	99				
evm.TU.HIC_ASM_6.4137	green	99				
evm.TU.HIC_ASM_6.603	green	99				
evm.TU.HIC_ASM_7.1825	green	99				
evm.TU.HIC_ASM_7.1829	green	99				
evm.TU.HIC_ASM_7.2022	green	99				
evm.TU.HIC_ASM_7.2083	green	99				
evm.TU.HIC_ASM_7.251	green	99				
evm.TU.HIC_ASM_7.470	green	99				
evm.TU.HIC_ASM_7.554	green	99				
evm.TU.HIC_ASM_7.562	green	99				
evm.TU.HIC_ASM_7.707	green	99				
evm.TU.HIC_ASM_7.890	green	99				
evm.TU.HIC_ASM_7.90	green	99				
evm.TU.HIC_ASM_7.904	green	99				
evm.TU.HIC_ASM_8.1101	green	99				
evm.TU.HIC_ASM_8.1182	green	99				
evm.TU.HIC_ASM_8.1212	green	99				
evm.TU.HIC_ASM_8.1425	green	99				
evm.TU.HIC_ASM_8.1435	green	99				
evm.TU.HIC_ASM_8.1575	green	99				
evm.TU.HIC_ASM_8.302	green	99				
evm.TU.HIC_ASM_8.363	green	99				
evm.TU.HIC_ASM_8.476	green	99				
evm.TU.HIC_ASM_8.591	green	99				
evm.TU.HIC_ASM_8.70	green	99				
evm.TU.HIC_ASM_8.889	green	99				
evm.TU.HIC_ASM_8.899	green	99				
evm.TU.HIC_ASM_9.1111	green	99				
evm.TU.HIC_ASM_9.1617	green	99				
evm.TU.HIC_ASM_9.1762	green	99				
evm.TU.HIC_ASM_9.1849	green	99				
evm.TU.HIC_ASM_9.1868	green	99				
evm.TU.HIC_ASM_9.1943	green	99				
evm.TU.HIC_ASM_9.203	green	99				
evm.TU.HIC_ASM_9.670	green	99				
evm.TU.HIC_ASM_9.822	green	99				
evm.TU.ORIGINAL_130.5	green	99				
evm.TU.ORIGINAL_179__FRAGMENT_1.4	green	99				
evm.TU.ORIGINAL_247__FRAGMENT_1.11	green	99				
evm.TU.ORIGINAL_247__FRAGMENT_2.42	green	99				
evm.TU.ORIGINAL_247__FRAGMENT_2.50	green	99				
evm.TU.ORIGINAL_354.1	green	99				
evm.TU.ORIGINAL_355.20	green	99				
evm.TU.ORIGINAL_435__FRAGMENT_2.5	green	99				
evm.TU.ORIGINAL_469__FRAGMENT_1.3	green	99				
evm.TU.ORIGINAL_471.3	green	99				
evm.TU.ORIGINAL_484__FRAGMENT_2.11	green	99				
evm.TU.ORIGINAL_484__FRAGMENT_2.12	green	99				
evm.TU.ORIGINAL_488.3	green	99				
evm.TU.ORIGINAL_497.21	green	99				
PB.2920	green	99				
PB.15067	green	99				
PB.17353	green	99				
PB.437	green	99				
PB.15372	green	99				
PB.9670	green	99				
PB.23690	green	99				
PB.4234	green	99				
PB.15920	green	99				
evm.TU.FRAGSCAFF_21__FRAGMENT_1.14	brown	99				
evm.TU.FRAGSCAFF_49__FRAGMENT_1.19	brown	99				
evm.TU.FRAGSCAFF_49__FRAGMENT_2.2	brown	99				
evm.TU.HIC_ASM_0.109	brown	99				
evm.TU.HIC_ASM_0.245	brown	99				
evm.TU.HIC_ASM_0.307	brown	99				
evm.TU.HIC_ASM_0.326	brown	99				
evm.TU.HIC_ASM_0.45	brown	99				
evm.TU.HIC_ASM_0.514	brown	99				
evm.TU.HIC_ASM_0.586	brown	99				
evm.TU.HIC_ASM_0.975	brown	99				
evm.TU.HIC_ASM_1.1187	brown	99				
evm.TU.HIC_ASM_1.251	brown	99				
evm.TU.HIC_ASM_1.842	brown	99				
evm.TU.HIC_ASM_1.845	brown	99				
evm.TU.HIC_ASM_10.359	brown	99				
evm.TU.HIC_ASM_10.369	brown	99				
evm.TU.HIC_ASM_10.774	brown	99				
evm.TU.HIC_ASM_10.802	brown	99				
evm.TU.HIC_ASM_11.1002	brown	99				
evm.TU.HIC_ASM_11.1172	brown	99				
evm.TU.HIC_ASM_12.1002	brown	99				
evm.TU.HIC_ASM_12.1199	brown	99				
evm.TU.HIC_ASM_12.965	brown	99				
evm.TU.HIC_ASM_13.1177	brown	99				
evm.TU.HIC_ASM_13.391	brown	99				
evm.TU.HIC_ASM_13.614	brown	99				
evm.TU.HIC_ASM_13.929	brown	99				
evm.TU.HIC_ASM_14.671	brown	99				
evm.TU.HIC_ASM_14.672	brown	99				
evm.TU.HIC_ASM_15.1488	brown	99				
evm.TU.HIC_ASM_15.1591	brown	99				
evm.TU.HIC_ASM_15.1639	brown	99				
evm.TU.HIC_ASM_15.2047	brown	99				
evm.TU.HIC_ASM_16.95	brown	99				
evm.TU.HIC_ASM_17.114	brown	99				
evm.TU.HIC_ASM_17.242	brown	99				
evm.TU.HIC_ASM_17.327	brown	99				
evm.TU.HIC_ASM_18.1203	brown	99				
evm.TU.HIC_ASM_18.506	brown	99				
evm.TU.HIC_ASM_2.121	brown	99				
evm.TU.HIC_ASM_2.1417	brown	99				
evm.TU.HIC_ASM_2.71	brown	99				
evm.TU.HIC_ASM_3.16	brown	99				
evm.TU.HIC_ASM_3.1879	brown	99				
evm.TU.HIC_ASM_4.1287	brown	99				
evm.TU.HIC_ASM_4.710	brown	99				
evm.TU.HIC_ASM_4.860	brown	99				
evm.TU.HIC_ASM_4.981	brown	99				
evm.TU.HIC_ASM_5.1322	brown	99				
evm.TU.HIC_ASM_5.296	brown	99				
evm.TU.HIC_ASM_6.1301	brown	99				
evm.TU.HIC_ASM_6.1385	brown	99				
evm.TU.HIC_ASM_6.2716	brown	99				
evm.TU.HIC_ASM_6.367	brown	99				
evm.TU.HIC_ASM_6.368	brown	99				
evm.TU.HIC_ASM_6.3891	brown	99				
evm.TU.HIC_ASM_7.209	brown	99				
evm.TU.HIC_ASM_7.2368	brown	99				
evm.TU.HIC_ASM_7.2401	brown	99				
evm.TU.HIC_ASM_7.2546	brown	99				
evm.TU.HIC_ASM_7.608	brown	99				
evm.TU.HIC_ASM_7.973	brown	99				
evm.TU.HIC_ASM_8.1123	brown	99				
evm.TU.HIC_ASM_8.1145	brown	99				
evm.TU.HIC_ASM_8.1147	brown	99				
evm.TU.HIC_ASM_8.1836	brown	99				
evm.TU.HIC_ASM_8.356	brown	99				
evm.TU.HIC_ASM_8.757	brown	99				
evm.TU.HIC_ASM_8.888	brown	99				
evm.TU.HIC_ASM_9.1249	brown	99				
evm.TU.HIC_ASM_9.1460	brown	99				
evm.TU.HIC_ASM_9.157	brown	99				
evm.TU.HIC_ASM_9.1763	brown	99				
evm.TU.HIC_ASM_9.345	brown	99				
evm.TU.HIC_ASM_9.616	brown	99				
evm.TU.ORIGINAL_130.3	brown	99				
evm.TU.ORIGINAL_250.2	brown	99				
evm.TU.ORIGINAL_355.8	brown	99				
evm.TU.ORIGINAL_484__FRAGMENT_1.12	brown	99				
PB.9917	brown	99				
PB.2729	brown	99				
PB.3	brown	99				
PB.19425	brown	99				
evm.TU.FRAGSCAFF_21__FRAGMENT_1.19	magenta	99				
evm.TU.FRAGSCAFF_27__FRAGMENT_2.3	magenta	99				
evm.TU.FRAGSCAFF_44__FRAGMENT_2.23	magenta	99				
evm.TU.HIC_ASM_0.209	magenta	99				
evm.TU.HIC_ASM_0.435	magenta	99				
evm.TU.HIC_ASM_0.509	magenta	99				
evm.TU.HIC_ASM_0.585	magenta	99				
evm.TU.HIC_ASM_0.590	magenta	99				
evm.TU.HIC_ASM_1.110	magenta	99				
evm.TU.HIC_ASM_1.1475	magenta	99				
evm.TU.HIC_ASM_1.1850	magenta	99				
evm.TU.HIC_ASM_1.2536	magenta	99				
evm.TU.HIC_ASM_1.291	magenta	99				
evm.TU.HIC_ASM_1.336	magenta	99				
evm.TU.HIC_ASM_1.681	magenta	99				
evm.TU.HIC_ASM_12.137	magenta	99				
evm.TU.HIC_ASM_12.138	magenta	99				
evm.TU.HIC_ASM_12.312	magenta	99				
evm.TU.HIC_ASM_12.800	magenta	99				
evm.TU.HIC_ASM_13.1196	magenta	99				
evm.TU.HIC_ASM_13.1197	magenta	99				
evm.TU.HIC_ASM_13.1198	magenta	99				
evm.TU.HIC_ASM_13.1265	magenta	99				
evm.TU.HIC_ASM_13.1266	magenta	99				
evm.TU.HIC_ASM_13.1298	magenta	99				
evm.TU.HIC_ASM_13.652	magenta	99				
evm.TU.HIC_ASM_14.342	magenta	99				
evm.TU.HIC_ASM_14.372	magenta	99				
evm.TU.HIC_ASM_14.492	magenta	99				
evm.TU.HIC_ASM_14.54	magenta	99				
evm.TU.HIC_ASM_14.627	magenta	99				
evm.TU.HIC_ASM_15.1224	magenta	99				
evm.TU.HIC_ASM_15.1683	magenta	99				
evm.TU.HIC_ASM_15.2172	magenta	99				
evm.TU.HIC_ASM_15.2311	magenta	99				
evm.TU.HIC_ASM_15.2515	magenta	99				
evm.TU.HIC_ASM_15.2639	magenta	99				
evm.TU.HIC_ASM_15.785	magenta	99				
evm.TU.HIC_ASM_16.1039	magenta	99				
evm.TU.HIC_ASM_16.1113	magenta	99				
evm.TU.HIC_ASM_16.306	magenta	99				
evm.TU.HIC_ASM_16.676	magenta	99				
evm.TU.HIC_ASM_16.964	magenta	99				
evm.TU.HIC_ASM_17.1268	magenta	99				
evm.TU.HIC_ASM_17.368	magenta	99				
evm.TU.HIC_ASM_17.483	magenta	99				
evm.TU.HIC_ASM_18.1093	magenta	99				
evm.TU.HIC_ASM_18.1205	magenta	99				
evm.TU.HIC_ASM_18.420	magenta	99				
evm.TU.HIC_ASM_18.51	magenta	99				
evm.TU.HIC_ASM_18.64	magenta	99				
evm.TU.HIC_ASM_18.788	magenta	99				
evm.TU.HIC_ASM_2.1029	magenta	99				
evm.TU.HIC_ASM_2.1033	magenta	99				
evm.TU.HIC_ASM_2.1212	magenta	99				
evm.TU.HIC_ASM_2.1221	magenta	99				
evm.TU.HIC_ASM_2.345	magenta	99				
evm.TU.HIC_ASM_2.394	magenta	99				
evm.TU.HIC_ASM_2.655	magenta	99				
evm.TU.HIC_ASM_2.893	magenta	99				
evm.TU.HIC_ASM_2.924	magenta	99				
evm.TU.HIC_ASM_3.1109	magenta	99				
evm.TU.HIC_ASM_3.1131	magenta	99				
evm.TU.HIC_ASM_3.1239	magenta	99				
evm.TU.HIC_ASM_3.2076	magenta	99				
evm.TU.HIC_ASM_3.329	magenta	99				
evm.TU.HIC_ASM_3.729	magenta	99				
evm.TU.HIC_ASM_3.853	magenta	99				
evm.TU.HIC_ASM_4.223	magenta	99				
evm.TU.HIC_ASM_4.224	magenta	99				
evm.TU.HIC_ASM_4.249	magenta	99				
evm.TU.HIC_ASM_4.889	magenta	99				
evm.TU.HIC_ASM_4.93	magenta	99				
evm.TU.HIC_ASM_5.1367	magenta	99				
evm.TU.HIC_ASM_5.522	magenta	99				
evm.TU.HIC_ASM_5.529	magenta	99				
evm.TU.HIC_ASM_5.953	magenta	99				
evm.TU.HIC_ASM_6.1180	magenta	99				
evm.TU.HIC_ASM_6.1213	magenta	99				
evm.TU.HIC_ASM_6.1577	magenta	99				
evm.TU.HIC_ASM_6.2683	magenta	99				
evm.TU.HIC_ASM_6.3028	magenta	99				
evm.TU.HIC_ASM_6.3423	magenta	99				
evm.TU.HIC_ASM_6.3657	magenta	99				
evm.TU.HIC_ASM_6.3890	magenta	99				
evm.TU.HIC_ASM_6.3993	magenta	99				
evm.TU.HIC_ASM_6.4154	magenta	99				
evm.TU.HIC_ASM_6.4155	magenta	99				
evm.TU.HIC_ASM_7.1338	magenta	99				
evm.TU.HIC_ASM_7.1776	magenta	99				
evm.TU.HIC_ASM_7.1979	magenta	99				
evm.TU.HIC_ASM_7.392	magenta	99				
evm.TU.HIC_ASM_7.503	magenta	99				
evm.TU.HIC_ASM_7.844	magenta	99				
evm.TU.HIC_ASM_7.881	magenta	99				
evm.TU.HIC_ASM_8.114	magenta	99				
evm.TU.HIC_ASM_8.1245	magenta	99				
evm.TU.HIC_ASM_8.1312	magenta	99				
evm.TU.HIC_ASM_8.1779	magenta	99				
evm.TU.HIC_ASM_8.1842	magenta	99				
evm.TU.HIC_ASM_8.435	magenta	99				
evm.TU.HIC_ASM_8.451	magenta	99				
evm.TU.HIC_ASM_8.628	magenta	99				
evm.TU.HIC_ASM_9.1215	magenta	99				
evm.TU.HIC_ASM_9.1279	magenta	99				
evm.TU.HIC_ASM_9.1517	magenta	99				
evm.TU.HIC_ASM_9.1712	magenta	99				
evm.TU.HIC_ASM_9.1752	magenta	99				
evm.TU.HIC_ASM_9.495	magenta	99				
evm.TU.ORIGINAL_113.11	magenta	99				
evm.TU.ORIGINAL_130.7	magenta	99				
evm.TU.ORIGINAL_347.2	magenta	99				
evm.TU.ORIGINAL_488.13	magenta	99				
PB.17396	magenta	99				
PB.481	magenta	99				
PB.1231	magenta	99				
PB.482	magenta	99				
PB.11257	magenta	99				
PB.2901	magenta	99				
PB.1125	magenta	99				
PB.8161	magenta	99				
PB.23586	magenta	99				
PB.22944	magenta	99				
evm.TU.FRAGSCAFF_26__FRAGMENT_2.5	blue	99				
evm.TU.FRAGSCAFF_75__FRAGMENT_3.45	blue	99				
evm.TU.HIC_ASM_1.172	blue	99				
evm.TU.HIC_ASM_1.2071	blue	99				
evm.TU.HIC_ASM_1.2283	blue	99				
evm.TU.HIC_ASM_1.258	blue	99				
evm.TU.HIC_ASM_10.1156	blue	99				
evm.TU.HIC_ASM_11.1031	blue	99				
evm.TU.HIC_ASM_11.1263	blue	99				
evm.TU.HIC_ASM_11.280	blue	99				
evm.TU.HIC_ASM_11.567	blue	99				
evm.TU.HIC_ASM_11.868	blue	99				
evm.TU.HIC_ASM_12.1013	blue	99				
evm.TU.HIC_ASM_12.1150	blue	99				
evm.TU.HIC_ASM_12.864	blue	99				
evm.TU.HIC_ASM_13.1360	blue	99				
evm.TU.HIC_ASM_13.1386	blue	99				
evm.TU.HIC_ASM_13.880	blue	99				
evm.TU.HIC_ASM_13.881	blue	99				
evm.TU.HIC_ASM_13.886	blue	99				
evm.TU.HIC_ASM_13.981	blue	99				
evm.TU.HIC_ASM_14.249	blue	99				
evm.TU.HIC_ASM_14.282	blue	99				
evm.TU.HIC_ASM_15.1105	blue	99				
evm.TU.HIC_ASM_15.1237	blue	99				
evm.TU.HIC_ASM_15.1260	blue	99				
evm.TU.HIC_ASM_15.205	blue	99				
evm.TU.HIC_ASM_15.2392	blue	99				
evm.TU.HIC_ASM_15.242	blue	99				
evm.TU.HIC_ASM_15.531	blue	99				
evm.TU.HIC_ASM_15.840	blue	99				
evm.TU.HIC_ASM_15.865	blue	99				
evm.TU.HIC_ASM_16.1198	blue	99				
evm.TU.HIC_ASM_16.1350	blue	99				
evm.TU.HIC_ASM_16.428	blue	99				
evm.TU.HIC_ASM_16.72	blue	99				
evm.TU.HIC_ASM_17.127	blue	99				
evm.TU.HIC_ASM_17.1390	blue	99				
evm.TU.HIC_ASM_17.18	blue	99				
evm.TU.HIC_ASM_17.35	blue	99				
evm.TU.HIC_ASM_17.5	blue	99				
evm.TU.HIC_ASM_18.1239	blue	99				
evm.TU.HIC_ASM_18.465	blue	99				
evm.TU.HIC_ASM_2.1040	blue	99				
evm.TU.HIC_ASM_2.315	blue	99				
evm.TU.HIC_ASM_2.90	blue	99				
evm.TU.HIC_ASM_3.287	blue	99				
evm.TU.HIC_ASM_3.466	blue	99				
evm.TU.HIC_ASM_3.848	blue	99				
evm.TU.HIC_ASM_3.954	blue	99				
evm.TU.HIC_ASM_4.1492	blue	99				
evm.TU.HIC_ASM_4.1552	blue	99				
evm.TU.HIC_ASM_4.1752	blue	99				
evm.TU.HIC_ASM_4.522	blue	99				
evm.TU.HIC_ASM_5.1025	blue	99				
evm.TU.HIC_ASM_5.1027	blue	99				
evm.TU.HIC_ASM_5.1278	blue	99				
evm.TU.HIC_ASM_5.131	blue	99				
evm.TU.HIC_ASM_5.268	blue	99				
evm.TU.HIC_ASM_5.442	blue	99				
evm.TU.HIC_ASM_5.50	blue	99				
evm.TU.HIC_ASM_5.692	blue	99				
evm.TU.HIC_ASM_5.830	blue	99				
evm.TU.HIC_ASM_6.1053	blue	99				
evm.TU.HIC_ASM_6.2373	blue	99				
evm.TU.HIC_ASM_6.2529	blue	99				
evm.TU.HIC_ASM_6.26	blue	99				
evm.TU.HIC_ASM_6.289	blue	99				
evm.TU.HIC_ASM_6.652	blue	99				
evm.TU.HIC_ASM_6.687	blue	99				
evm.TU.HIC_ASM_7.1420	blue	99				
evm.TU.HIC_ASM_7.1669	blue	99				
evm.TU.HIC_ASM_7.1734	blue	99				
evm.TU.HIC_ASM_7.2377	blue	99				
evm.TU.HIC_ASM_7.246	blue	99				
evm.TU.HIC_ASM_8.1129	blue	99				
evm.TU.HIC_ASM_8.1457	blue	99				
evm.TU.HIC_ASM_8.1809	blue	99				
evm.TU.HIC_ASM_8.638	blue	99				
evm.TU.HIC_ASM_8.681	blue	99				
evm.TU.HIC_ASM_9.366	blue	99				
evm.TU.HIC_ASM_9.969	blue	99				
evm.TU.ORIGINAL_154.22	blue	99				
evm.TU.ORIGINAL_491.24	blue	99				
PB.21997	blue	99				
PB.3109	blue	99				
PB.23269	blue	99				
PB.1180	blue	99				
PB.1545	blue	99				
PB.20023	blue	99				
evm.TU.FRAGSCAFF_36.5	turquoise	99				
evm.TU.FRAGSCAFF_52__FRAGMENT_3.2	turquoise	99				
evm.TU.FRAGSCAFF_57__FRAGMENT_2.37	turquoise	99				
evm.TU.FRAGSCAFF_59.3	turquoise	99				
evm.TU.HIC_ASM_0.286	turquoise	99				
evm.TU.HIC_ASM_0.53	turquoise	99				
evm.TU.HIC_ASM_0.774	turquoise	99				
evm.TU.HIC_ASM_0.910	turquoise	99				
evm.TU.HIC_ASM_1.133	turquoise	99				
evm.TU.HIC_ASM_1.1597	turquoise	99				
evm.TU.HIC_ASM_1.1794	turquoise	99				
evm.TU.HIC_ASM_1.2575	turquoise	99				
evm.TU.HIC_ASM_10.276	turquoise	99				
evm.TU.HIC_ASM_12.1016	turquoise	99				
evm.TU.HIC_ASM_12.1257	turquoise	99				
evm.TU.HIC_ASM_12.255	turquoise	99				
evm.TU.HIC_ASM_14.287	turquoise	99				
evm.TU.HIC_ASM_14.94	turquoise	99				
evm.TU.HIC_ASM_15.145	turquoise	99				
evm.TU.HIC_ASM_15.698	turquoise	99				
evm.TU.HIC_ASM_16.1384	turquoise	99				
evm.TU.HIC_ASM_16.451	turquoise	99				
evm.TU.HIC_ASM_17.108	turquoise	99				
evm.TU.HIC_ASM_17.1239	turquoise	99				
evm.TU.HIC_ASM_18.1007	turquoise	99				
evm.TU.HIC_ASM_18.968	turquoise	99				
evm.TU.HIC_ASM_2.812	turquoise	99				
evm.TU.HIC_ASM_3.1076	turquoise	99				
evm.TU.HIC_ASM_6.1664	turquoise	99				
evm.TU.HIC_ASM_6.2751	turquoise	99				
evm.TU.HIC_ASM_6.3875	turquoise	99				
evm.TU.HIC_ASM_6.4024	turquoise	99				
evm.TU.HIC_ASM_6.4110	turquoise	99				
evm.TU.HIC_ASM_6.634	turquoise	99				
evm.TU.HIC_ASM_7.1626	turquoise	99				
evm.TU.HIC_ASM_7.2008	turquoise	99				
evm.TU.HIC_ASM_7.682	turquoise	99				
evm.TU.HIC_ASM_7.787	turquoise	99				
evm.TU.HIC_ASM_8.1816	turquoise	99				
evm.TU.HIC_ASM_8.273	turquoise	99				
evm.TU.HIC_ASM_8.469	turquoise	99				
evm.TU.HIC_ASM_8.526	turquoise	99				
evm.TU.HIC_ASM_8.649	turquoise	99				
evm.TU.HIC_ASM_9.85	turquoise	99				
evm.TU.ORIGINAL_247__FRAGMENT_2.53	turquoise	99				
PB.3397	turquoise	99				
PB.10895	turquoise	99				
PB.13518	turquoise	99				
PB.3288	turquoise	99				
PB.3497	turquoise	99				
evm.TU.FRAGSCAFF_60.8	yellow	99				
evm.TU.HIC_ASM_0.180	yellow	99				
evm.TU.HIC_ASM_0.2	yellow	99				
evm.TU.HIC_ASM_0.483	yellow	99				
evm.TU.HIC_ASM_1.1676	yellow	99				
evm.TU.HIC_ASM_1.559	yellow	99				
evm.TU.HIC_ASM_1.71	yellow	99				
evm.TU.HIC_ASM_1.816	yellow	99				
evm.TU.HIC_ASM_1.969	yellow	99				
evm.TU.HIC_ASM_10.156	yellow	99				
evm.TU.HIC_ASM_11.239	yellow	99				
evm.TU.HIC_ASM_11.71	yellow	99				
evm.TU.HIC_ASM_12.1345	yellow	99				
evm.TU.HIC_ASM_12.211	yellow	99				
evm.TU.HIC_ASM_12.300	yellow	99				
evm.TU.HIC_ASM_12.989	yellow	99				
evm.TU.HIC_ASM_13.1192	yellow	99				
evm.TU.HIC_ASM_13.1374	yellow	99				
evm.TU.HIC_ASM_13.759	yellow	99				
evm.TU.HIC_ASM_14.320	yellow	99				
evm.TU.HIC_ASM_15.1555	yellow	99				
evm.TU.HIC_ASM_15.1602	yellow	99				
evm.TU.HIC_ASM_15.1825	yellow	99				
evm.TU.HIC_ASM_15.2568	yellow	99				
evm.TU.HIC_ASM_15.2640	yellow	99				
evm.TU.HIC_ASM_16.94	yellow	99				
evm.TU.HIC_ASM_17.1448	yellow	99				
evm.TU.HIC_ASM_17.164	yellow	99				
evm.TU.HIC_ASM_18.322	yellow	99				
evm.TU.HIC_ASM_18.393	yellow	99				
evm.TU.HIC_ASM_18.555	yellow	99				
evm.TU.HIC_ASM_2.1199	yellow	99				
evm.TU.HIC_ASM_2.1469	yellow	99				
evm.TU.HIC_ASM_2.200	yellow	99				
evm.TU.HIC_ASM_2.592	yellow	99				
evm.TU.HIC_ASM_3.1383	yellow	99				
evm.TU.HIC_ASM_3.2345	yellow	99				
evm.TU.HIC_ASM_3.2347	yellow	99				
